sales_agent_id,account,product,order_value,create_date
James Ascencio,Goodsilron,GTX Plus Pro,5013,7/21/17
Kary Hendrixson,Groovestreet,GTXPro,5161,7/24/17
Lajuana Vencill,Genco Pura Olive Oil Company,GTX Basic,579,7/16/17
Lajuana Vencill,Warephase,MG Advanced,3411,7/24/17
Markita Hansen,Plusstrip,MG Advanced,3973,7/15/17
Reed Clapper,Zathunicon,GTX Plus Basic,1029,7/15/17
Rosie Papadopoulos,Gekko & Co,MG Special,59,7/23/17
Violet Mclelland,Iselectrics,MG Special,48,7/15/17
Zane Levy,Finjob,MG Special,57,7/25/17
Donn Cantrell,Condax,MG Advanced,3724,7/25/17
Reed Clapper,Ganjaflex,GTX Basic,555,7/16/17
Rosalina Dieter,Lexiqvolax,GTX Basic,650,7/23/17
Vicki Laflamme,Konex,MG Special,61,7/21/17
Vicki Laflamme,Newex,MG Special,54,7/17/17
Anna Snelling,Rangreen,MG Special,59,7/25/17
Cassey Cress,Acme Corporation,GTXPro,5318,7/28/17
Cecily Lampkin,Konmatfix,MG Special,62,7/24/17
Darcel Schlecht,Rundofase,GTX Basic,538,7/18/17
Darcel Schlecht,Betatech,GTXPro,4488,7/17/17
Kami Bicknell,Singletechno,GTX Plus Basic,1109,7/21/17
Kami Bicknell,Zoomit,GTX Plus Basic,1106,7/23/17
Kary Hendrixson,Labdrill,GTX Plus Pro,5008,7/26/17
Kary Hendrixson,Y-corporation,GTXPro,5621,7/19/17
Lajuana Vencill,Rangreen,GTX Basic,550,7/17/17
Wilburn Farren,Kinnamplus,MG Special,52,7/25/17
Cassey Cress,Plussunin,GTX Plus Basic,1202,7/20/17
Darcel Schlecht,Isdom,GTXPro,5673,7/19/17
Hayden Neloms,Cheers,MG Advanced,3363,7/24/17
Jonathan Berthelot,Toughzap,GTX Basic,617,7/24/17
Jonathan Berthelot,Warephase,GTX Basic,490,7/26/17
Kary Hendrixson,Kan-code,MG Advanced,3665,7/26/17
Marty Freudenburg,Rangreen,MG Special,53,7/26/17
Maureen Marcano,Sonron,GTXPro,4683,7/25/17
Niesha Huffines,Statholdings,GTX Plus Basic,1114,7/27/17
Rosie Papadopoulos,Plussunin,MG Special,57,7/25/17
Vicki Laflamme,Goodsilron,GTX Basic,496,7/18/17
Zane Levy,Goodsilron,GTXPro,5268,7/28/17
Anna Snelling,Condax,MG Special,54,7/27/17
Cassey Cress,Opentech,MG Advanced,3407,7/28/17
Darcel Schlecht,Treequote,GTX Plus Basic,752,7/19/17
Elease Gluck,Zoomit,GTX Basic,532,7/28/17
Hayden Neloms,Finjob,MG Advanced,3403,7/28/17
James Ascencio,Plusstrip,GTX Plus Pro,5440,7/27/17
Marty Freudenburg,Globex Corporation,GTX Plus Pro,5698,7/26/17
Moses Frase,Genco Pura Olive Oil Company,GTX Basic,563,7/28/17
Vicki Laflamme,Sonron,GTX Plus Pro,4673,7/27/17
Vicki Laflamme,Konex,MG Advanced,3405,7/28/17
Anna Snelling,Betatech,MG Special,53,7/25/17
Corliss Cosme,Donquadtech,GTX Plus Basic,955,7/30/17
Darcel Schlecht,Gogozoom,GTXPro,5401,7/26/17
Garret Kinder,Kan-code,GTX Plus Pro,4895,7/26/17
Gladys Colclough,Treequote,GTX Plus Pro,4907,7/21/17
Hayden Neloms,Faxquote,MG Advanced,2718,7/28/17
Lajuana Vencill,Genco Pura Olive Oil Company,GTX Basic,537,7/29/17
Lajuana Vencill,Dontechi,GTX Plus Basic,1089,7/30/17
Lajuana Vencill,Codehow,MG Advanced,3352,7/27/17
Markita Hansen,Singletechno,GTX Basic,535,7/23/17
Moses Frase,Bioholding,MG Advanced,3985,7/27/17
Rosie Papadopoulos,Massive Dynamic,MG Advanced,3568,7/21/17
Versie Hillebrand,Funholding,MG Special,65,7/27/17
Versie Hillebrand,Funholding,MG Special,47,7/25/17
Anna Snelling,Ron-tech,GTX Plus Basic,1160,7/21/17
Kary Hendrixson,Plexzap,GTXPro,4428,7/26/17
Maureen Marcano,Singletechno,GTX Basic,523,7/27/17
Rosie Papadopoulos,Mathtouch,GTXPro,5392,7/31/17
Violet Mclelland,Zencorporation,MG Special,55,7/28/17
Cassey Cress,Donware,GTX Basic,494,7/30/17
Daniell Hammack,Konex,GTX Plus Pro,5118,7/22/17
Darcel Schlecht,Toughzap,GTX Plus Basic,1000,7/28/17
Darcel Schlecht,Conecom,GTXPro,5347,7/26/17
Gladys Colclough,Stanredtax,MG Advanced,2970,7/31/17
Kary Hendrixson,Sonron,GTX Plus Basic,997,7/30/17
Moses Frase,Finhigh,GTX Basic,526,7/30/17
Niesha Huffines,Dontechi,GTX Basic,418,7/30/17
Niesha Huffines,Streethex,MG Special,54,7/28/17
Versie Hillebrand,Scottech,MG Special,51,7/28/17
Versie Hillebrand,Betatech,MG Advanced,3167,7/30/17
Zane Levy,Doncon,GTXPro,5283,7/22/17
Zane Levy,Doncon,MG Special,49,7/23/17
Cassey Cress,Initech,MG Advanced,3684,7/23/17
Cecily Lampkin,Stanredtax,MG Special,50,7/23/17
Darcel Schlecht,Gogozoom,GTX Plus Basic,927,7/29/17
Elease Gluck,Blackzim,MG Special,51,7/23/17
Kary Hendrixson,Konex,GTX Basic,442,7/23/17
Moses Frase,Stanredtax,GTX Plus Basic,1174,7/23/17
Cecily Lampkin,Toughzap,GTX Basic,541,7/24/17
Corliss Cosme,Kinnamplus,GTX Basic,630,7/25/17
Daniell Hammack,Xx-zobam,GTX Plus Basic,1231,7/30/17
Darcel Schlecht,Stanredtax,GTX Plus Basic,1070,7/31/17
Elease Gluck,Newex,MG Special,57,7/25/17
James Ascencio,J-Texon,GTX Plus Pro,4824,7/25/17
Kami Bicknell,Doncon,MG Special,58,7/28/17
Reed Clapper,Xx-zobam,GTX Basic,494,7/31/17
Reed Clapper,Ontomedia,GTXPro,4434,7/30/17
Wilburn Farren,Kinnamplus,GTX Basic,538,7/30/17
Corliss Cosme,Zotware,GTX Basic,458,7/26/17
Darcel Schlecht,Genco Pura Olive Oil Company,GTXPro,4772,7/31/17
Donn Cantrell,Initech,GTXPro,4490,7/26/17
Elease Gluck,Kan-code,MG Advanced,3371,7/30/17
Marty Freudenburg,Konmatfix,GTX Plus Basic,1171,7/25/17
Moses Frase,Inity,MG Special,58,7/25/17
Rosie Papadopoulos,Zotware,MG Special,59,7/25/17
Versie Hillebrand,Hottechi,MG Special,50,7/31/17
Cassey Cress,Massive Dynamic,GTX Plus Basic,1311,7/29/17
Daniell Hammack,Plussunin,GTX Plus Pro,6100,7/27/17
Darcel Schlecht,Stanredtax,GTX Basic,581,7/31/17
Lajuana Vencill,Konmatfix,GTX Basic,537,7/30/17
Marty Freudenburg,Cancity,GTX Plus Basic,1031,7/27/17
Violet Mclelland,Bioplex,GTX Basic,491,7/26/17
Darcel Schlecht,Domzoom,GTXPro,4677,7/27/17
Donn Cantrell,Xx-zobam,GTX Basic,554,7/28/17
Gladys Colclough,Funholding,MG Advanced,3809,7/28/17
Marty Freudenburg,Ron-tech,GTX Plus Basic,1044,7/28/17
Wilburn Farren,Xx-zobam,MG Advanced,3596,7/28/17
Anna Snelling,Bioholding,GTX Plus Pro,5068,7/29/17
Anna Snelling,Globex Corporation,MG Special,46,7/29/17
Markita Hansen,Konex,GTXPro,4209,7/28/17
Darcel Schlecht,Inity,GTXPro,4387,7/30/17
Darcel Schlecht,Streethex,GTXPro,4555,7/30/17
Elease Gluck,Green-Plus,GTX Basic,514,7/29/17
Jonathan Berthelot,Cancity,GTXPro,4671,7/29/17
Marty Freudenburg,Cancity,GTXPro,4172,7/29/17
Donn Cantrell,Sumace,GTX Plus Pro,5480,7/31/17
Kami Bicknell,Goodsilron,GTX Plus Pro,4842,7/31/17
Darcel Schlecht,Bioholding,MG Special,53,7/31/17
Jonathan Berthelot,Rangreen,GTXPro,5741,7/31/17
Maureen Marcano,Nam-zim,GTXPro,4913,7/31/17
Corliss Cosme,Zencorporation,GTXPro,5133,6/28/17
Gladys Colclough,Toughzap,GTXPro,4498,6/15/17
Hayden Neloms,Fasehatice,MG Advanced,3763,6/4/17
Markita Hansen,Y-corporation,GTX Plus Pro,5503,6/17/17
Zane Levy,Scotfind,GTX Plus Basic,1220,6/2/17
Anna Snelling,Conecom,GTX Plus Basic,1056,6/10/17
Darcel Schlecht,Gogozoom,GTXPro,5643,6/28/17
Moses Frase,Bioholding,GTX Basic,516,6/16/17
Moses Frase,Condax,GTX Plus Basic,956,6/6/17
Reed Clapper,The New York Inquirer,GTXPro,5618,6/10/17
Jonathan Berthelot,Hottechi,GTX Plus Basic,1055,6/16/17
Violet Mclelland,Massive Dynamic,MG Advanced,3246,6/6/17
Cassey Cress,Initech,GTX Basic,542,6/18/17
Darcel Schlecht,Cancity,MG Advanced,3295,6/13/17
Donn Cantrell,Plussunin,GTX Basic,568,6/2/17
Marty Freudenburg,Scottech,GTX Plus Basic,1081,6/30/17
Reed Clapper,Xx-zobam,MG Advanced,3075,6/10/17
Wilburn Farren,Konex,MG Advanced,3336,6/2/17
Gladys Colclough,Dontechi,GTXPro,5142,6/8/17
Versie Hillebrand,Domzoom,MG Special,61,6/18/17
Anna Snelling,dambase,GTX Basic,574,6/4/17
Gladys Colclough,Cancity,GTX Plus Basic,1008,6/24/17
Gladys Colclough,Zumgoity,GTXPro,4458,6/22/17
James Ascencio,Dalttechnology,MG Advanced,3813,6/5/17
Kary Hendrixson,Kan-code,GTXPro,3893,6/19/17
Lajuana Vencill,Bioholding,GTX Basic,530,6/1/17
Markita Hansen,Goodsilron,GTK 500,29617,6/27/17
Marty Freudenburg,Domzoom,MG Advanced,2863,6/28/17
Moses Frase,Codehow,MG Advanced,4109,6/28/17
Rosie Papadopoulos,Bubba Gump,MG Special,53,6/30/17
Cassey Cress,Umbrella Corporation,MG Advanced,3986,6/15/17
Daniell Hammack,Donquadtech,GTXPro,5105,6/5/17
Darcel Schlecht,Genco Pura Olive Oil Company,GTX Basic,516,6/22/17
Darcel Schlecht,Rundofase,GTXPro,4407,6/2/17
Donn Cantrell,Zathunicon,MG Advanced,3087,6/19/17
James Ascencio,Hatfan,GTX Basic,463,6/29/17
Lajuana Vencill,Rundofase,GTX Basic,524,6/15/17
Reed Clapper,Zencorporation,GTX Plus Basic,1161,6/1/17
Reed Clapper,Mathtouch,GTX Plus Pro,6046,6/3/17
Anna Snelling,Hottechi,MG Advanced,3415,6/26/17
Cassey Cress,Massive Dynamic,GTXPro,4256,6/30/17
Gladys Colclough,Treequote,MG Advanced,4082,6/2/17
Moses Frase,Streethex,GTX Basic,465,6/17/17
Moses Frase,Konmatfix,MG Special,50,6/14/17
Reed Clapper,Kan-code,MG Advanced,3558,6/3/17
Versie Hillebrand,Warephase,MG Special,50,6/16/17
Vicki Laflamme,Zoomit,GTX Plus Basic,1086,6/1/17
Violet Mclelland,Umbrella Corporation,GTXPro,4756,6/24/17
Violet Mclelland,Gekko & Co,MG Special,67,6/19/17
Wilburn Farren,Iselectrics,MG Advanced,3783,6/9/17
Darcel Schlecht,Codehow,GTX Plus Pro,4856,6/19/17
Donn Cantrell,Mathtouch,GTX Basic,487,6/11/17
Donn Cantrell,Donquadtech,GTX Plus Basic,1166,6/12/17
Jonathan Berthelot,Scottech,GTX Basic,595,6/6/17
Kami Bicknell,Condax,MG Special,49,6/4/17
Anna Snelling,Rundofase,MG Special,54,6/22/17
Boris Faz,Donquadtech,GTX Plus Pro,6173,6/8/17
Moses Frase,Globex Corporation,GTX Plus Basic,1020,6/1/17
Anna Snelling,Codehow,GTX Basic,522,6/13/17
Anna Snelling,Genco Pura Olive Oil Company,MG Advanced,3081,6/7/17
Lajuana Vencill,Funholding,GTX Basic,496,6/22/17
Reed Clapper,Kan-code,GTX Basic,521,6/27/17
Zane Levy,Blackzim,GTXPro,5876,6/11/17
Daniell Hammack,Acme Corporation,GTX Plus Basic,966,6/8/17
Hayden Neloms,Cheers,MG Advanced,3397,6/28/17
Lajuana Vencill,Rangreen,GTX Basic,494,6/6/17
Vicki Laflamme,Konex,GTX Basic,642,6/14/17
Kary Hendrixson,Kan-code,GTX Basic,494,6/29/17
Marty Freudenburg,Isdom,GTX Basic,545,6/11/17
Maureen Marcano,Y-corporation,GTX Basic,584,6/1/17
Moses Frase,dambase,MG Advanced,3714,6/9/17
Anna Snelling,Globex Corporation,GTX Plus Pro,6023,6/11/17
Donn Cantrell,Vehement Capital Partners,GTXPro,5256,6/10/17
Elease Gluck,Hottechi,GTXPro,4327,6/7/17
Niesha Huffines,Isdom,GTX Plus Basic,1190,6/12/17
Cecily Lampkin,Bioholding,MG Special,59,6/3/17
Corliss Cosme,Bubba Gump,GTX Plus Basic,857,6/2/17
Daniell Hammack,Massive Dynamic,GTX Plus Basic,1142,6/27/17
Hayden Neloms,Rantouch,GTX Plus Basic,1039,6/16/17
Rosie Papadopoulos,Acme Corporation,MG Special,61,6/22/17
Anna Snelling,Streethex,GTX Basic,595,6/11/17
Anna Snelling,Zumgoity,MG Special,51,6/1/17
Darcel Schlecht,Funholding,GTX Basic,571,6/17/17
Gladys Colclough,Toughzap,MG Special,51,6/8/17
Kami Bicknell,Cheers,GTXPro,5035,6/17/17
Marty Freudenburg,Codehow,MG Special,51,6/1/17
Maureen Marcano,Dalttechnology,GTXPro,4342,6/9/17
Violet Mclelland,Vehement Capital Partners,MG Special,48,6/22/17
Daniell Hammack,Konex,GTXPro,4762,6/28/17
Garret Kinder,Gekko & Co,GTX Plus Basic,1062,6/12/17
Violet Mclelland,Zencorporation,GTX Plus Basic,1074,6/28/17
Cecily Lampkin,Rundofase,GTX Plus Basic,1184,6/13/17
James Ascencio,J-Texon,GTX Basic,526,6/10/17
James Ascencio,Condax,GTX Plus Pro,5344,6/12/17
Kami Bicknell,Dalttechnology,GTX Basic,528,6/6/17
Lajuana Vencill,Codehow,GTX Basic,459,6/17/17
Moses Frase,Konmatfix,MG Advanced,3330,6/4/17
Cassey Cress,Opentech,GTX Plus Pro,5664,6/11/17
Corliss Cosme,Initech,GTX Plus Basic,1074,6/11/17
Elease Gluck,Labdrill,GTX Plus Basic,1101,6/2/17
Gladys Colclough,Warephase,GTX Basic,522,6/23/17
Hayden Neloms,Y-corporation,MG Special,49,6/13/17
Kami Bicknell,Newex,GTXPro,4865,6/2/17
Maureen Marcano,Labdrill,GTXPro,4281,6/15/17
Rosie Papadopoulos,Kinnamplus,MG Advanced,3443,6/27/17
Versie Hillebrand,Hottechi,MG Special,53,6/20/17
Anna Snelling,Warephase,MG Special,52,6/8/17
Hayden Neloms,Singletechno,GTX Plus Basic,1157,6/17/17
Kary Hendrixson,Singletechno,GTXPro,5606,6/2/17
Zane Levy,Dalttechnology,GTXPro,5113,6/27/17
Cassey Cress,Mathtouch,MG Advanced,3600,6/13/17
Darcel Schlecht,Dontechi,GTXPro,4565,6/20/17
Garret Kinder,Xx-zobam,GTXPro,3869,6/6/17
Moses Frase,Streethex,GTX Basic,502,6/3/17
Darcel Schlecht,Treequote,GTXPro,4969,6/21/17
Darcel Schlecht,Dontechi,MG Advanced,2875,6/5/17
Kary Hendrixson,Kan-code,GTXPro,4369,6/14/17
Lajuana Vencill,Genco Pura Olive Oil Company,GTX Plus Pro,4527,6/21/17
Moses Frase,Cancity,GTX Plus Pro,6102,6/3/17
Vicki Laflamme,Zoomit,MG Special,52,6/11/17
Violet Mclelland,Gekko & Co,GTXPro,5031,6/25/17
Violet Mclelland,Bioplex,MG Special,53,6/6/17
Boris Faz,Donquadtech,GTXPro,5223,6/6/17
Corliss Cosme,Vehement Capital Partners,GTXPro,4833,6/1/17
Daniell Hammack,Zencorporation,GTX Plus Pro,5407,6/29/17
Lajuana Vencill,Treequote,MG Advanced,3185,6/11/17
Markita Hansen,Cheers,MG Special,54,6/3/17
Maureen Marcano,Newex,MG Special,62,6/26/17
Moses Frase,Betatech,GTX Basic,619,6/25/17
Zane Levy,Cheers,GTX Basic,605,6/7/17
Cassey Cress,Plussunin,GTX Basic,641,6/17/17
Elease Gluck,Faxquote,MG Special,63,6/25/17
Hayden Neloms,Singletechno,GTX Plus Basic,1188,6/10/17
Kary Hendrixson,Scotfind,GTX Basic,478,6/11/17
Versie Hillebrand,Statholdings,MG Advanced,3378,6/21/17
Zane Levy,Newex,GTX Plus Basic,999,6/2/17
Zane Levy,Singletechno,MG Special,52,6/5/17
Cassey Cress,Plussunin,GTX Basic,530,6/18/17
Darcel Schlecht,Scottech,GTXPro,5416,6/12/17
Kami Bicknell,Labdrill,MG Advanced,2560,6/19/17
Markita Hansen,Konex,MG Special,53,6/22/17
Marty Freudenburg,Treequote,GTX Plus Pro,6553,6/2/17
Moses Frase,Finhigh,MG Advanced,3619,6/11/17
Darcel Schlecht,Streethex,MG Special,65,6/4/17
Hayden Neloms,Labdrill,MG Advanced,3028,6/16/17
Kami Bicknell,Kan-code,MG Advanced,3290,6/7/17
Moses Frase,Rangreen,MG Advanced,3657,6/23/17
Reed Clapper,Zotware,GTX Plus Basic,1046,6/24/17
Violet Mclelland,Bioplex,MG Special,52,6/4/17
Boris Faz,Kan-code,GTX Basic,564,6/12/17
Daniell Hammack,Ganjaflex,MG Advanced,3780,6/2/17
Darcel Schlecht,dambase,GTX Basic,491,6/24/17
Kami Bicknell,Cheers,GTX Basic,568,6/23/17
Kary Hendrixson,Singletechno,GTX Basic,601,6/24/17
Violet Mclelland,Opentech,GTX Basic,542,6/29/17
Wilburn Farren,Gekko & Co,GTX Basic,497,6/14/17
Anna Snelling,Rangreen,GTX Plus Basic,1037,6/16/17
Gladys Colclough,Codehow,MG Special,49,6/21/17
Kami Bicknell,Kan-code,GTX Basic,447,6/25/17
Lajuana Vencill,Isdom,MG Advanced,3430,6/14/17
Reed Clapper,Donquadtech,MG Advanced,3245,6/10/17
Vicki Laflamme,Golddex,MG Special,60,6/29/17
Markita Hansen,Nam-zim,GTX Basic,572,6/5/17
Markita Hansen,Golddex,MG Special,54,6/8/17
Vicki Laflamme,Lexiqvolax,GTX Plus Pro,5930,6/14/17
Anna Snelling,Scottech,MG Special,56,6/6/17
Lajuana Vencill,Dontechi,MG Advanced,3040,6/30/17
Marty Freudenburg,Treequote,GTX Plus Basic,1185,6/30/17
Maureen Marcano,Cheers,GTX Plus Basic,1021,6/30/17
Moses Frase,Ron-tech,GTX Basic,503,6/12/17
Gladys Colclough,Streethex,GTX Plus Basic,1144,6/14/17
Gladys Colclough,Genco Pura Olive Oil Company,MG Special,55,6/16/17
Marty Freudenburg,Scottech,MG Special,54,6/19/17
Maureen Marcano,Singletechno,GTXPro,3959,6/30/17
Vicki Laflamme,Labdrill,GTX Basic,554,6/21/17
Violet Mclelland,Zencorporation,MG Special,52,6/16/17
Markita Hansen,Y-corporation,MG Special,58,6/18/17
Daniell Hammack,Betasoloin,GTX Plus Pro,5182,6/9/17
Jonathan Berthelot,dambase,GTX Plus Pro,5991,6/26/17
Markita Hansen,Sunnamplex,GTXPro,4968,6/26/17
Versie Hillebrand,dambase,MG Special,49,6/28/17
Donn Cantrell,Donquadtech,GTXPro,4329,6/3/17
James Ascencio,Y-corporation,GTX Plus Pro,7356,6/26/17
James Ascencio,Fasehatice,GTXPro,4066,6/25/17
Lajuana Vencill,Condax,MG Special,55,6/6/17
Markita Hansen,Zoomit,MG Advanced,3738,6/27/17
Cecily Lampkin,Inity,MG Advanced,3670,6/3/17
Daniell Hammack,Gekko & Co,GTX Plus Pro,5304,6/2/17
Darcel Schlecht,Conecom,GTXPro,3844,6/16/17
Kary Hendrixson,Hottechi,GTX Basic,424,6/28/17
Marty Freudenburg,Konmatfix,GTX Basic,490,6/2/17
Corliss Cosme,Ganjaflex,GTX Plus Pro,5189,6/26/17
Daniell Hammack,Xx-zobam,GTX Plus Pro,6920,6/23/17
Darcel Schlecht,Bioholding,GTX Basic,600,6/20/17
Rosalina Dieter,Xx-holding,GTX Basic,501,6/19/17
Versie Hillebrand,Zumgoity,GTX Plus Pro,5017,6/9/17
Anna Snelling,Condax,MG Special,58,6/15/17
Hayden Neloms,Doncon,MG Advanced,3438,6/4/17
Versie Hillebrand,Inity,GTX Basic,526,6/30/17
Vicki Laflamme,Y-corporation,MG Special,54,6/28/17
Darcel Schlecht,Genco Pura Olive Oil Company,MG Advanced,3228,6/17/17
Elease Gluck,Plexzap,GTX Basic,452,6/22/17
Jonathan Berthelot,Warephase,GTX Plus Basic,1184,6/5/17
Kami Bicknell,Hatfan,GTX Plus Basic,1150,6/22/17
Zane Levy,Hatfan,GTXPro,5079,6/29/17
Anna Snelling,Streethex,GTX Basic,460,6/20/17
Maureen Marcano,Goodsilron,GTX Plus Basic,1096,6/22/17
Zane Levy,Hottechi,GTX Plus Basic,1214,6/13/17
Anna Snelling,Rangreen,GTX Basic,524,6/27/17
Donn Cantrell,Bioplex,GTX Plus Basic,1109,6/26/17
Corliss Cosme,Plussunin,GTXPro,5197,6/26/17
Darcel Schlecht,Finhigh,MG Advanced,3031,6/18/17
Garret Kinder,Ontomedia,GTX Plus Pro,5946,6/20/17
James Ascencio,Singletechno,GTXPro,4335,6/6/17
Markita Hansen,Goodsilron,GTX Basic,605,6/3/17
Markita Hansen,Cheers,MG Advanced,2882,6/10/17
Marty Freudenburg,Gogozoom,MG Advanced,3011,6/5/17
Niesha Huffines,Betatech,GTX Plus Basic,1067,6/11/17
Zane Levy,Plexzap,GTX Basic,564,6/29/17
Cassey Cress,Yearin,GTXPro,5558,6/30/17
Donn Cantrell,Silis,GTXPro,4648,6/19/17
Lajuana Vencill,Ron-tech,GTX Plus Basic,1140,6/19/17
Markita Hansen,J-Texon,MG Advanced,3188,6/22/17
Rosalina Dieter,Green-Plus,MG Special,62,6/19/17
Vicki Laflamme,Zoomit,GTX Basic,550,6/28/17
Anna Snelling,Dontechi,GTX Basic,527,6/9/17
Moses Frase,Warephase,GTX Basic,575,6/24/17
Moses Frase,Funholding,MG Advanced,3161,6/12/17
Elease Gluck,Dalttechnology,MG Special,51,6/24/17
Jonathan Berthelot,Streethex,GTXPro,4534,6/27/17
Donn Cantrell,Sumace,GTX Basic,547,6/14/17
Reed Clapper,Zotware,GTX Plus Basic,1123,6/11/17
Vicki Laflamme,Labdrill,GTX Basic,595,6/10/17
Anna Snelling,Betatech,MG Advanced,3666,6/2/17
Kary Hendrixson,Condax,GTX Plus Basic,983,6/20/17
Rosie Papadopoulos,Ganjaflex,GTX Plus Pro,5986,6/18/17
Vicki Laflamme,Rantouch,MG Special,64,6/16/17
Zane Levy,J-Texon,MG Advanced,3070,6/26/17
Daniell Hammack,Acme Corporation,GTX Plus Pro,5721,6/11/17
Daniell Hammack,Ganjaflex,GTXPro,5039,6/28/17
Jonathan Berthelot,Conecom,GTX Plus Basic,1115,6/27/17
Lajuana Vencill,Codehow,GTX Plus Basic,1047,6/2/17
Marty Freudenburg,Rangreen,GTXPro,4413,6/9/17
Maureen Marcano,Hottechi,GTX Plus Basic,950,6/26/17
Boris Faz,Gekko & Co,GTX Plus Basic,1075,6/11/17
Kary Hendrixson,Rantouch,GTXPro,5063,6/19/17
Moses Frase,Rundofase,MG Special,46,6/6/17
Rosalina Dieter,Hatfan,GTXPro,4760,6/17/17
Vicki Laflamme,Fasehatice,GTXPro,4653,6/21/17
Jonathan Berthelot,Dontechi,GTX Basic,531,6/23/17
Jonathan Berthelot,Rangreen,GTX Basic,544,6/16/17
Reed Clapper,Kan-code,GTX Plus Pro,5393,6/21/17
Vicki Laflamme,Hottechi,GTX Basic,638,6/6/17
Darcel Schlecht,Dontechi,GTX Plus Basic,923,6/27/17
Hayden Neloms,Hatfan,MG Special,62,6/23/17
Violet Mclelland,Sumace,GTX Plus Basic,1145,6/10/17
Darcel Schlecht,Warephase,GTXPro,4575,6/2/17
Elease Gluck,Zoomit,MG Advanced,3179,6/16/17
Rosie Papadopoulos,Silis,GTXPro,5546,6/16/17
Cecily Lampkin,Hottechi,GTX Plus Basic,1163,6/27/17
Anna Snelling,dambase,GTX Basic,626,6/23/17
Daniell Hammack,Bubba Gump,GTX Plus Basic,1192,6/6/17
Corliss Cosme,Iselectrics,GTXPro,5032,6/1/17
Daniell Hammack,Mathtouch,GTX Plus Pro,5076,6/27/17
Daniell Hammack,Vehement Capital Partners,MG Advanced,3641,6/19/17
Lajuana Vencill,Konmatfix,MG Special,48,6/23/17
Niesha Huffines,Inity,GTX Basic,491,6/6/17
Anna Snelling,Condax,MG Special,54,6/20/17
Markita Hansen,Cheers,GTX Basic,561,6/4/17
Versie Hillebrand,Hottechi,MG Special,58,6/27/17
Boris Faz,Silis,MG Special,55,6/16/17
Elease Gluck,Plexzap,GTK 500,24949,6/28/17
Jonathan Berthelot,Streethex,GTX Basic,628,6/30/17
Jonathan Berthelot,Conecom,GTX Plus Basic,1183,6/15/17
Kary Hendrixson,Xx-holding,GTX Basic,527,6/25/17
Rosie Papadopoulos,Betasoloin,GTX Plus Basic,1036,6/24/17
Daniell Hammack,Zathunicon,GTX Plus Pro,5343,6/12/17
Garret Kinder,Mathtouch,GTX Plus Pro,4908,6/12/17
Kami Bicknell,Lexiqvolax,GTX Basic,531,6/29/17
Lajuana Vencill,Hottechi,GTX Basic,489,6/12/17
Reed Clapper,Betasoloin,MG Advanced,2887,6/4/17
Versie Hillebrand,Gogozoom,MG Special,54,6/9/17
Reed Clapper,Donware,GTX Basic,587,6/24/17
Donn Cantrell,Betasoloin,GTXPro,5100,6/3/17
James Ascencio,Newex,MG Special,45,6/11/17
Lajuana Vencill,Bioholding,GTX Basic,518,6/15/17
Moses Frase,Funholding,MG Special,51,6/25/17
Darcel Schlecht,Finhigh,GTX Plus Basic,984,6/20/17
Darcel Schlecht,Gogozoom,GTXPro,4923,6/7/17
Reed Clapper,Massive Dynamic,GTX Basic,538,6/4/17
Anna Snelling,Hottechi,GTX Plus Basic,1073,6/30/17
Marty Freudenburg,Funholding,GTX Plus Basic,1105,6/13/17
Niesha Huffines,Condax,MG Special,54,6/5/17
Elease Gluck,Labdrill,GTK 500,27385,6/18/17
Vicki Laflamme,Fasehatice,GTX Plus Basic,1273,6/16/17
Markita Hansen,Hottechi,GTX Basic,569,6/22/17
Anna Snelling,Domzoom,MG Special,54,6/4/17
Anna Snelling,Konmatfix,MG Special,52,6/9/17
Anna Snelling,Rangreen,MG Advanced,3813,6/23/17
Niesha Huffines,Stanredtax,GTX Plus Basic,1188,6/20/17
Gladys Colclough,Hottechi,GTXPro,5028,6/29/17
Darcel Schlecht,Rundofase,MG Advanced,3249,6/26/17
Markita Hansen,Hatfan,GTXPro,4815,6/2/17
Darcel Schlecht,Globex Corporation,GTXPro,4709,6/29/17
Violet Mclelland,Opentech,MG Special,57,6/16/17
Cecily Lampkin,Codehow,MG Special,61,6/10/17
Kary Hendrixson,Scotfind,GTX Plus Pro,5698,6/22/17
Anna Snelling,dambase,GTX Plus Basic,1041,6/28/17
Boris Faz,Massive Dynamic,MG Advanced,2677,6/1/17
Darcel Schlecht,Gogozoom,MG Special,59,6/24/17
Niesha Huffines,Stanredtax,GTX Plus Basic,1064,6/7/17
Cassey Cress,Bluth Company,GTX Plus Basic,1078,6/27/17
Daniell Hammack,Acme Corporation,GTXPro,5857,6/25/17
Niesha Huffines,Dontechi,GTX Basic,603,6/27/17
Vicki Laflamme,Konex,GTX Plus Basic,1208,6/3/17
Kami Bicknell,Hottechi,GTX Basic,533,6/6/17
Lajuana Vencill,Genco Pura Olive Oil Company,MG Special,56,6/1/17
Hayden Neloms,Scotfind,MG Advanced,3624,6/4/17
Anna Snelling,Ron-tech,MG Special,58,6/2/17
Darcel Schlecht,Isdom,GTXPro,4606,6/7/17
Marty Freudenburg,Domzoom,GTX Plus Pro,5241,6/11/17
Niesha Huffines,Rundofase,GTX Basic,616,6/5/17
Zane Levy,Condax,GTXPro,4642,6/3/17
